"user_id";"username";"password";"role";"created_at"
930;"ddohmerpt";"wS7!HWY=y.`U3";"Cashier";"2020-04-05 00:00:00"
931;"lwillcotpu";"aI3,xP{qK+U";"Cashier";"2021-02-01 00:00:00"
932;"ctunepv";"mJ0'd4Wdp/=6";"Admin";"2020-12-04 00:00:00"
933;"rwibberleypw";"xC6\%&`WovVW";"Admin";"2020-03-12 00:00:00"
934;"pduiguidpx";"nB4{?vXAM";"Cashier";"2020-08-26 00:00:00"
935;"tdominellipy";"kX2~5""we5E""";"Cashier";"2021-03-22 00:00:00"
936;"mmellingpz";"oF3)&$8imBYz5a@3";"Admin";"2020-05-22 00:00:00"
937;"tmcphateq0";"mL1,DKi`zQ2Ltf";"Cashier";"2020-03-30 00:00:00"
938;"cbembriggq1";"bK3&({(&N";"Admin";"2020-09-13 00:00:00"
939;"orenfrewq2";"nW2{gO'.+!h<O";"Cashier";"2020-08-29 00:00:00"
940;"osandercroftq3";"qA7`7/B}2+c";"Admin";"2021-01-07 00:00:00"
941;"smacphadenq4";"xC9<n,sJ#K";"Cashier";"2021-07-06 00:00:00"
942;"dcrociq5";"vF3)h)rjt8}\YEb";"Cashier";"2021-04-14 00:00:00"
943;"msoalq6";"jA8&0CViou1\7)@+";"Cashier";"2021-09-14 00:00:00"
944;"babrahmsonq7";"iC4`|3E/%7";"Cashier";"2020-10-01 00:00:00"
945;"gtomikq8";"bR6)w0AGNq";"Admin";"2021-04-30 00:00:00"
946;"cpetersq9";"fO6=9KB=J";"Cashier";"2020-05-19 00:00:00"
947;"bfranzeliniqa";"qK2<6de5`|5u*g";"Admin";"2020-08-13 00:00:00"
948;"rtoppinqb";"eY1_3Uk*cZU0o";"Cashier";"2021-07-27 00:00:00"
949;"kconboyqc";"lK4~_8OT8Tl/KfU";"Cashier";"2020-10-14 00:00:00"
950;"elittefairqd";"kI4'Q~{97jT37Tr";"Cashier";"2020-11-07 00:00:00"
951;"fsurplissqe";"zN9>16m/p";"Cashier";"2021-07-01 00:00:00"
952;"sbutterlyqf";"cT9=as8I{";"Cashier";"2021-04-12 00:00:00"
953;"cfruchterqg";"lF2=Ak\~m|p(";"Cashier";"2020-04-16 00:00:00"
954;"mcovellqh";"hP3,p0d\9D|";"Cashier";"2020-05-24 00:00:00"
955;"rgolbornqi";"iP3=d{yuzkJ";"Cashier";"2021-02-23 00:00:00"
956;"mbotemanqj";"rW9.&g""bEg1qE""";"Admin";"2020-07-29 00:00:00"
957;"covenellqk";"mD2}1""N.)+?EsL%""";"Admin";"2020-11-03 00:00:00"
958;"sbromfieldql";"wD9#Z7\Iom|xjCzu";"Cashier";"2020-06-30 00:00:00"
959;"rfugglesqm";"lF1~<xCf.""(*""";"Cashier";"2020-10-15 00:00:00"
960;"vrheadqn";"vI7\6#T{.h/h%Rw";"Cashier";"2021-05-08 00:00:00"
961;"vdavidofqo";"uM8$8BvGg,NfY";"Admin";"2021-03-22 00:00:00"
962;"kmacuraqp";"oF5<@RqT}";"Admin";"2021-03-09 00:00:00"
963;"rmcarteqq";"yX7}1(C$s1mQ";"Cashier";"2021-08-13 00:00:00"
964;"oogleyqr";"pR4_0Rcl!dG.q$O";"Cashier";"2020-08-11 00:00:00"
965;"emacaneqs";"xQ8}#G|G+yhXA%\+";"Cashier";"2021-04-10 00:00:00"
966;"fsilvestonqt";"bX8@I}yil&adlx";"Cashier";"2021-01-01 00:00:00"
967;"vlahrsqu";"mZ2({R}R5";"Cashier";"2021-10-05 00:00:00"
968;"coxshottqv";"oL2&iQuLE1}";"Admin";"2021-01-26 00:00:00"
969;"shundyqw";"sA1{Oqo\R";"Admin";"2020-11-23 00:00:00"
970;"kmeriguetqx";"kB6<*=6gb{";"Admin";"2021-04-14 00:00:00"
971;"alaverockqy";"pD3`iSoGE\6~X";"Cashier";"2020-12-27 00:00:00"
972;"omapledorumqz";"pO5=uW+FR<5M93/";"Admin";"2020-05-13 00:00:00"
973;"jtolladyr0";"tO9)\D~<}&o{zq&?";"Admin";"2020-05-19 00:00:00"
974;"joldacresr1";"uW4'3HnD2";"Cashier";"2020-07-03 00:00:00"
975;"jguicer2";"aP3\@=9`@Y5bZV";"Admin";"2021-07-01 00:00:00"
976;"alodger3";"rW7&BLlZ'{u`I}";"Admin";"2021-05-10 00:00:00"
977;"mmillarr4";"oA8""o/q&IL$$i_ua""";"Cashier";"2021-03-31 00:00:00"
978;"kdoncasterr5";"xF8/\s?G,UxLn";"Cashier";"2021-10-15 00:00:00"
979;"cackenheadr6";"zQ4/MZ#}(RWu";"Cashier";"2021-03-18 00:00:00"
980;"abodler7";"iJ3>d}Ub(ZK";"Cashier";"2021-10-11 00:00:00"
981;"rberthomer8";"dA6|BGtQ}x";"Admin";"2021-09-03 00:00:00"
982;"sdannr9";"oA7_ixy$@%T/Zi8";"Admin";"2020-03-22 00:00:00"
983;"nmeynellra";"fY0+/)Lf'qh\`X5j";"Admin";"2021-02-08 00:00:00"
984;"pboalrb";"vE2_cbWo,3@EMMy";"Cashier";"2021-04-23 00:00:00"
985;"ojinkinrc";"dE7=H\$3=)";"Cashier";"2020-12-23 00:00:00"
986;"dcraddockrd";"zJ4|V~D*}9`y)rU";"Admin";"2021-08-30 00:00:00"
987;"cspaciere";"tB0._+M6Ve8U=";"Cashier";"2020-03-24 00:00:00"
988;"cfotheringhamrf";"rI5*Gz{.!!2E*";"Cashier";"2020-05-19 00:00:00"
989;"cstephensrg";"uC7+d,?@Ro47U";"Admin";"2021-01-12 00:00:00"
990;"gmegsonrh";"uO4_(VoFOa";"Admin";"2020-10-31 00:00:00"
991;"sblythri";"cN2\YNvwU)A4M";"Cashier";"2020-09-23 00:00:00"
992;"avauserj";"wB3+r`skm'0cdo";"Cashier";"2021-03-25 00:00:00"
993;"rfuryrk";"nY8(QF\Y9wuoAZ";"Cashier";"2021-04-06 00:00:00"
994;"bemilienrl";"kI6?3NqH";"Cashier";"2021-05-12 00:00:00"
995;"nspranklingrm";"eU3%q\\H2PUQ";"Admin";"2021-02-26 00:00:00"
996;"dnewtownrn";"gL7?CT{q";"Cashier";"2020-07-13 00:00:00"
997;"magatero";"kC8}3WC*)F$<VX\";"Cashier";"2020-06-14 00:00:00"
998;"cjarleyrp";"bS2@oSkB*+{";"Admin";"2020-04-16 00:00:00"
999;"marnaudetrq";"xA5>V@gp3P";"Cashier";"2021-08-30 00:00:00"
1000;"fspiersrr";"pH2`<A@f.2nKfJE";"Cashier";"2021-09-17 00:00:00"
